reviewerID,asin,Make,title,reviewerName,helpful,reviewText,overall,summary,reviewDate
A1T1354I619NDJ,B0006HU4DK,Apple,"Apple MacBook Air MB003LL/A 13.3 Inch Laptop (1.6 GHz Intel Core 2 Duo Processor, 2 GB RAM, 80 GB Hard Drive)","George R. Meyer ""acuitize""","[19,26]","I purchased a 1.6Ghz 80GB HDD based MacBook Air about 2 weeks ago.  Honestly I was not sure that I would keep the device but I had to review it for myself based on some not so positive reviews and the fact that I own a large amount of Apple stock and have been concerned about the recent drop in the stock price.My business is to help companies make better products with better overall strategic plans and I have learned from past experience that many ""professional"" reviewers really don't get it.  Often they write great reviews for terrible products and while not as often they also write terrible reviews for great products.  In a past life I directly managed the widely successful Iomega Zip drive so I speak from a level of experience on this issue.  In short it was easily worth a 10% restocking fee to me to find out what I thought the real truth is.In my acuitize consulting business we have found that after extensive direct in person customer interviews working with a wide variety of companies with an even wider variety of products that customers really care about only a few key items for each of the products or services they buy.  We call these items the ""defining parameters"" of any true 10X product or service.  While there are lots of items that must be accomplished well for a true 10X product we find that there are only 3-5 things that must be done to perfection to achieve 10x success.So what do I now believe?The quickest answer is that within an hour of my first use there was no way that I was taking the system back.  Words cannot do justice to the sheer brilliance of the industrial design of this product.  It simply ""feels"" great when you use it and it is so thin and light you become worried that you forgot it on a business trip.  The screen is simply brilliant and far better that any screen I have ever seen on any other laptop I have used or seen to date.  The keyboard, while I am probably the world's worst typist, also ""feels"" great when you use it.  I have found myself using the system all over my house at all times of day due to the wonderful backlight keyboard & display (& size).  I'd rather go without paying my heat bill than taking back the air!The Good- The industrial design and size/weight.- The screen- The keyboard- The overall feeling of a supremely engineered product-  It's a Mac and it comes with Leopard and iLife 08- The tradeoffs they made to fit the size/weight requirements are fine with me and largely non-issues (& my issues can be fixed)-  If you buy it you will love it (ps - I am not connected with Apple in any way)Interestingly while I have a number of issues with the product I think they could all be easily fixed into the future making the ""Air"" a true 10x product.  By the way I think you will find my ""issues"" are largely different from what most reviewers write as the issues.My issues;#1 - The price is simply way too high for wild market acceptanceWhile I would love to do the research to determine the real price points required can you imagine the sales of this product if it were a $499 product ramping up to a $999 product as opposed to the $2K-$3K product it is today?  High volumes will lower manufacturing costs that should allow Apple to do this in the future (an inherently this system should be cheaper to build anyway).  By the way for me the dramatically increased price and lower storage capacity make the solid-state storage option a non-factor for me (I continue to be amazed at what appears to be close to a 50/50 sales mix of the solid-state option to the HDD based option).  Give me a 128GB solid sate drive at a $500 or lower cost and then I will be interested.  Up until then, and speaking as a shareholder rather than a user, I love the mix of sales of the higher end system.#2 - Migration and Syncing is a disasterThis one amazes me and one I think is a huge disappointment especially from a company like Apple that seems to think this stuff out ahead of time.  It is based on the premise that the vast majority of MacBook air buyers (especially at the current prices) already will own another ""main"" Mac.  Migration assistant needs to be greatly modified to enable simply and easily dealing with moving only your critical stuff to the air to fit in the limited space available (now it's an all or nothing approach).  Migrating your stuff from another Mac is an enormous pain and waste of time.  Interestingly I think they completely solved a parallel issue to this in the removal of the optical disk drive by enabling remote drive access.  I did buy a $99 superdrive but after 2 weeks it's still in the plastic wrapped box and I doubt I will ever use it.On a similar issue an what presents a much larger ongoing problem is synching between the air and your ""main"" Mac.  It is simply a pain to try and keep my Air and iMac synched with the same critical stuff.  From the examples that Apple already set with the iPod and AppleTV with ""great"" synching capabilities it amazes me they dropped the ball on this feature for the Air.  Apple representatives have told me to use .Mac but I find this an unacceptable answer.  My #1 software priority would be a great wireless simple software synching functionality as per AppleTV and the iPod.Interesting what was my largest pre-purchase factor was the smallish 80GB hard drive (I really wished it was 120 or 160GB at least).  Now I have found that after a painful couple of days of moving my critical stuff that 80GB is in fact fine for me - just make it easy for me to move my stuff on and off of it.#3 - I hate the dongle for video presentations (I am afraid I will lose it or leave it behind)I assume that a lot of traveling professionals are like me and need from time to time to connect the air to an external projector.  While to Apple's credit they do provide the cable as standard I hat the dongle idea.  I think this could be solved by simply shipping the air with a neat internal and inexpensive protective case-in-a-case that can go in your laptop bag that has a standard place for the power adapter and dongles.  On a similar not the low cost remote should have also been included primarily for remote presentations if not for watching movies (at $2K or $3K leaving a $2 cost remote out was a extremely poor strategic decision.).My bottom line is that, even with these shortcomings, if you can afford it buy the ""Air"" you will love it!",5,"Macbook Air, despite issues, if you buy it you will love it!",03/01/2008
A2RBQABV4FK4W3,B0006HU4DK,Apple,"Apple MacBook Air MB003LL/A 13.3 Inch Laptop (1.6 GHz Intel Core 2 Duo Processor, 2 GB RAM, 80 GB Hard Drive)",kjoann,"[2,2]","This refurbished laptop never worked well. From the beginning, it took too long to start. Then it would just shut off on its own. When we took it in to Apple to have them diagnose the problem, they refused to work on it because the seller had put in non-Apple parts. When we took laptop to a repair shop, they were pretty sure the problem was the hard drive and would be too costly to repair. I would not recommend this seller and definitely would not purchase anything else from them.",1,Poor Quality,07/22/2013
AJKGTRPT58YIG,B0006HU4DK,Apple,"Apple MacBook Air MB003LL/A 13.3 Inch Laptop (1.6 GHz Intel Core 2 Duo Processor, 2 GB RAM, 80 GB Hard Drive)","Mac Aladdin ""Mac Aladdin""","[2,2]","I am using this as a replacement for my iMac which I moved to the office.  This computer is the best laptop I have ever owned (the first Mac), and I am in love with the operating system.  I dont have to worry about viruses or other nonsense like that like I use to have to deal with all the time with my old Dell laptop.  Plus its so light I can take it anywhere!The only thing I don't like about it is that it doesn't have a firewire port.  However, all in all I am very happy and could not have imagined a more perfect computer.",5,Spectacular,08/05/2008
A2DHU7HGCIG3P3,B0006HU4DK,Apple,"Apple MacBook Air MB003LL/A 13.3 Inch Laptop (1.6 GHz Intel Core 2 Duo Processor, 2 GB RAM, 80 GB Hard Drive)","M. Mullaly ""Wallywirld""","[3,6]",Airbook is the best for travelingacross town or across the country!I highly recommend it!,5,Mac Airbook,06/13/2008
A3283N6O3ME5DF,B0006HU4DK,Apple,"Apple MacBook Air MB003LL/A 13.3 Inch Laptop (1.6 GHz Intel Core 2 Duo Processor, 2 GB RAM, 80 GB Hard Drive)",K. Vinnakota,"[2,2]","A little intro about myself before the review. I have been a pc guy for my whole life. I mostly use windows for browsing/entertainment related stuff and dual boot it with ubuntu or red hat for development work. I never used mac.My search for an ultra portable started when my commute suddenly went from a 1 hour daily commute to 4:15 hour daily commute.My criteria were: min 13 inch laptop, comfortable keyboard, a screen that is comfortable to work on in daylight, easy to carry around(prolly &lt; 3 or 3.5 lbs).Finally I settled on mac book air. I did read some reviews where I heard macbook was getting too hot so I resisted buying mac. But with the latest release of macbook air, I heard from other reviewers that it has been fixed with this version of the mac book air.So I took the jump from pc to mac. And boy, am I glad that i did.first and foremost feature of macbook air that won my heart is the keyboard. island style, pretty comfortable and very convenient to keep on typing long articles. In fact, this review is being written on my new mac book air.other feature worth noting is the weight. For &lt; 3 lbs and being so thin, it feels even lighter than 3 lbs. So full marks when it comes to weight.screen is also pretty comfortable to do development work.one gripe was that mac os x didnt feel natural. This might be because I never worked on mac os x. But I guess once I get used to the OS, it wont be too much an issue.screen size with the resolution of 1440x98o (approx) feels good enough to do any development work.so overall, the latest version of macbook air 13.3 inch is a good chioce when it comes to ultra portables. you wont go wrong with this mac.I would definitely recommend it for anyone looking for an ultra portable.This might not be that great for someone looking for a laptop to watch movies etc.. at home. There are better options when you dont care that much about the weight and/or when you dont care that much about the keyboard. you can easily find a cheaper one in dell or lenovo.My ratings(out of 5 star):keyboard: *****weight: *****screen: ****OS: ***price:**durability: ** ( This is a guess as I havent spent enough time yet)",4,review from a first time mac user,11/14/2010
A1FT5YW1Q59A71,B0006HU4DK,Apple,"Apple MacBook Air MB003LL/A 13.3 Inch Laptop (1.6 GHz Intel Core 2 Duo Processor, 2 GB RAM, 80 GB Hard Drive)",J. VICARIA,"[2,5]","I have my MBA for six month right now. Overall I am almost happy, but.... Wireless antenna is not as powerful as I need. My MB pro can ""see"" 15 networks near my home, MBA only 6!!!!Sometimes It takes more than 30 minute to have internet access at airports and other places.Each time I arrive home it says ""there is not preferred networks in range""  !!! and it is my Home network!.This beauty travels really easy, everybody  looks at it and it is sturdy.  The lack of connectivity, the insufficient USB ports, and the underperformance make me think that I have something nice but close to useless.",2,poor wireless capability,11/12/2008
A2KORVUIQMIXHV,B0006HU4DK,Apple,"Apple MacBook Air MB003LL/A 13.3 Inch Laptop (1.6 GHz Intel Core 2 Duo Processor, 2 GB RAM, 80 GB Hard Drive)","PaulM ""PaulM""","[32,34]","Superb quality, beautiful super-bright screen with good viewing angles, doesn't get hot like most notebooks, fantastic design that slips in between documents and you don't even notice it, good battery life given the power (I average 3 1/2 hours with regular use and wireless on), light weight, fast wifi connections, tiny power adapter and great feeling full-size keyboard that is backlit for work in low lighting. This is as close to the perfect travel computer that I've ever used!Now the not-so-greats:- there really should have been more than one usb port. It can be handled if you need more through a small usb hub, but that's not ideal. One more port should have been included.- Wired ethernet. Would have been nice to have that built in too, but the dongle works well and is really almost never needed for me at least. I bring a small wireless router with me anyway so I never really need to use wired ethernet. Still, it's a convenience.- built in battery that require unscrewing many screws to replace. This is a design decision and I'm not sure I agree with it. If the battery holds up reasonably well for a year or so and it's easy to get replacement batteries, I think it's not a bad decision, but if these batteries are not good quality and don';t last it'll piss me off. I'd like the option  to bring an extra battery, but I've never done it before so even if I had the option I probably wouldn't use it. If you need to work for many hours on the plane, this is not good. On the other hand, it's just a matter of time before all airlines start having plugs for laptops in all cabins. Mixed feelings about this decision, but I love the design so much (and it would be different with a removable battery) that it feels like it outweighs this issue....not rational, but that's the way I feel.That's it. This is the nicest laptop I've used, despite it's minor inconveniences. As long as you're aware of how you work and what you need and compare that with the macbook air's capabilities, you'll simply LOVE this machine.",5,Superb machine in most ways!,02/20/2008
A2H8S7A1S5JQJ7,B0006HU4DK,Apple,"Apple MacBook Air MB003LL/A 13.3 Inch Laptop (1.6 GHz Intel Core 2 Duo Processor, 2 GB RAM, 80 GB Hard Drive)","karenw ""karenw""","[16,19]","I bought my Airbook at the Apple Store on 5th Avenue this evening and upon opening this beauty my first thought was: ""MacBook Nano""My first thought on turning on: super screen!  I am a bright screen junkie and this screen is so much brighter than my old MacBook.I have been a computer user for 13 years and a Mac User for about 8 or 9 and there is just something about buying a Mac that makes me giddy in a way buying a PC never did.  Apple products truly are elegant and beautiful and make work seem less so . . .I'm glad to see that the reviews here on amazon seem to be from actual AirBook owners as opposed to those reviews I've found elsewhere that are heavily weighed down by people who don't even own it.The biggest complaints seem to be price and lack of optical drive.In regards to price I don't really see the issue highly portable laptops are ALWAYS priced at a premium and the similar offering on the PC side (The Sony Vaio VZ that appears to have ripped off the MacBook's keyboard design) starts @ $2,199 for a 1.2GHz processor with a Hard Drive that is only 20GB bigger.  Do I wish the AirBook was cheaper?  Sure, but I'm one of those people who will pay to shave 2 lbs. off my travel weight.In regards to the lack of optical drive - WAHOO!  For me it was a reason to buy this AirBook.  I rarely use an optical drive these days.I don't burn CD's anymore I use an iPod.I don't watch DVDs anymore, I rip them in Handbrake and watch them from the hard drive.  So I can rip the movie on my iMac and transfer it via a memory card or a USB Drive.  Easy-Peasy.99% of the software I use can be downloaded from the net so no installation CD needed.  The one program I did need was MS Office 2008 and the installation using my iMac's drive was flawless and straightforward.As many around the 'net have stated I can't imagine this being anyone's primary computer but as a travel companion and for web-surfing, e-mail and documents Mac fans need not hesitate.I haven't used any processor intensive programs such as Photoshop or VMWare but I don't have to: that's why I have my iMac.  I'm currently using my AB with a few Firefox windows open with several tabs, MS Excel, MS Entourage and Filemaker and all is running quite smooth.Do I wish Mac's Ultra-portable had a 11.1 or 12.1"" screen instead of 13.3"" making it even lighter with a smaller footprint?  YES but I'm reviewing what IS not what I wish would be.I actually find myself looking forward to my first business trip with this puppy because I know that will make me love this bad boy even more.UPDATE: Since the MBA doesn't seem as slow as I feared it might be I installed Photoshop C3 and it works like a charm.  Tried to install VMWare but no dice - you need the external drive for that as VMWare doesn't recognize Remote Disc.  Another observation not only does the MBA run very quiet it runs VERY COOL - I can't remember the last time a laptop didn't burn the cr*p out of my lap!",5,"Wow, Just WOW!",02/24/2008
A27USF03AW95YF,B0006HU4DK,Apple,"Apple MacBook Air MB003LL/A 13.3 Inch Laptop (1.6 GHz Intel Core 2 Duo Processor, 2 GB RAM, 80 GB Hard Drive)",Prasuti,"[37,45]","Was one of the first to order this as it was just what I was looking for...it's stunning! Beautiful!I noticed that I never used my dvd/cd drives so this laptop works perfect for me as I travel a lot and witheverything else I carry around, I don't need a big clunky laptop in a big clunky case to carry around too.This laptop fits in my existing briefcase easily with my other inter-office envelopes!Like the iphone, its solidly built but not heavy. I have no fear that it will break in my briefcase.I have been pondering for years to buy a 10"" vaio from Sony. This is many times better with the large screen, full size keyboard, and of course Mac OS operating system means I don't have to have an anti-virus software that slows my computer down to a crawl and screws up my computer every time it is upgraded. Its cheaper than the vaio I was going to buy also.This is  perfect for me. I have a few year old powerbook I keep at home, just in case, but I think I'm going to have to turn that on every once in awhile to keep the battery going as I'm using the MBA all the time.",5,Wow!,02/15/2008
A28OGFJMUYEORZ,B0006HU4DK,Apple,"Apple MacBook Air MB003LL/A 13.3 Inch Laptop (1.6 GHz Intel Core 2 Duo Processor, 2 GB RAM, 80 GB Hard Drive)",Roger Fall,"[14,20]","I bought the machine about 6 months ago from amazon and hardly used it until now, since I already had two additional notebooks.This machine has serious performance issues and design flaws esp. considering the premium price you pay.There are many flaws but I will point to the most glaring one ....The machine heats up badly after you try to watch anything for 5 minutes which is graphic oriented like an online video on amazon on-demand. Fan starts running at 6200 RPM (max speed) and then everything slows drown drastically and you are forced to shutdown.I took my machine to the apple repair center and after keeping the machine for 1 week they said that there is nothing wrong with it and it is performing as per designed capabilities!!!!I came back and checked the internet and this seems to be ever present problem with all the 1st generation macbook Air. Apple is -- after 8 months of launching the 1st generation -- making major revamps in hardware by adding an external graphic card to improve performance.Knowing this, I feel cheated as apple sold me an 'Experimental' product and fooled to pay such a price for a junk I cant put to a meaningful use.And I plan to refrain from apple products (although my old macbook did not give any major problems).",1,'Experimental' Junk!!!,12/02/2008
A3FPSY1M6G7XIB,B0006HU4DK,Apple,"Apple MacBook Air MB003LL/A 13.3 Inch Laptop (1.6 GHz Intel Core 2 Duo Processor, 2 GB RAM, 80 GB Hard Drive)",RonAnnArbor,"[4,4]","I have been a mac laptop user for years and year, most recently with a Macbook Pro. In fact, I had switched to the macbook pro as my all-in-one computer for several years for work, home, and travel.Boy, was that a mistake, and one that the Macbook Air has readily filled -- I now own an iMac at home, and use the Macbook AIr for travel and work. I just love it. It is so small and light, it makes no noticable difference in my carryon or work messenger bag. Even after many months of use, it still has the ""wow"" factor when people see it, something us Apple geeks truly thrive on...and it has all the features i need on the road.I did break down and buy the external superdrive, because it is just so much faster than using the Remote Disk feature on the MBA. In addition, I found that I use the ethernet USB adapter more ofter than not, since it is suprising how many hotels in the US and Europe are NOT wireless -- order one with your MBA and spare the hassle. I think Cupertino must run on a different system, since wireless is an amazing idea that might work there, but does not work in 90 percent of the rest of america.Still, the speed it good, I don't notice any major slowness, programs open zippily, run well, and everything just plain old works.I read a lot of reviews before buying, and I have to tell you, I have experienced zero of the problems that some write about. I am very happy with this purchase.",5,Awesome,08/29/2008
A3M4G07E2Y0RUZ,B0006HU4DK,Apple,"Apple MacBook Air MB003LL/A 13.3 Inch Laptop (1.6 GHz Intel Core 2 Duo Processor, 2 GB RAM, 80 GB Hard Drive)",R.F. Phillipps,"[10,13]","There are so many opinions floating around about this latest Apple innovation, my simple reply is to think what works best for yourself.  The *plus* in one's views may be the *minus* in another's.  The Macbook Air is the perfect answer for my way of using a notebook computer.  Study the forums, learn the features, and decide if it works.  When you read the negative reviews, remember it could just be the Air does not fit the user's needs. Just as most all other notebooks do not fit my needs.  The Air is for the simple, uncluttered life.  When you KNOW yourself, this removes much of the confusion. Apple has heavy-duty alternatives, while the Air simply does exactly as it was designed to do... keeping your life simple, uncluttered AND productive.",5,Know Thyself,04/19/2008
A3EKPJZT9STBUD,B0006HU4DK,Apple,"Apple MacBook Air MB003LL/A 13.3 Inch Laptop (1.6 GHz Intel Core 2 Duo Processor, 2 GB RAM, 80 GB Hard Drive)","Sandy ""Sandy""","[16,18]","Wow! is what comes to mind When I opened the box for the first time, its so shiny and it really is a piece of Art more then a simple laptop.I found it more beautiful in person then I did on the ads, the black keyboard looks great, and again on the ad thought silver would have been better but no longer think that.Being the 1.6/80 model everyone was saying the speed will be slow...Not True! Just sold my 2.2 Macbook with 4G of ram, and this is almost the same.The screen, it is very bright more so then the current macbook, and to me seems much clearer.Fans run at 2400 RPMs, no noise or heat...48-57 degrees surfing and mail open.Charges to full in 3.5 Hours.The think that impresses me most is the built quality, I have had 6 Apple laptops this year including the Macbook Pro and lots of Macbooks, this is the best built by far.The track pad is so precise, and much better then my macbook.The thinness will amaze you.I am hooked :)UPDATE:I was given a 1.8/64 as a gift and wrote a review, that might interest people trying to decide if the SSD drive or HHD drive is right for you[...]",5,I am a owner:),02/19/2008
A3ONMEAUGGY641,B0006HU4DK,Apple,"Apple MacBook Air MB003LL/A 13.3 Inch Laptop (1.6 GHz Intel Core 2 Duo Processor, 2 GB RAM, 80 GB Hard Drive)",Ryan Galvan,"[4,4]","I remember when my dad bought an iMac.  a 333Mhz Graphite DV.  The thing it was missing was unbelievable!  How could you possibly function without a floppy drive!  This computer will never make it.  Fast forward 9 years.  The MBA comes out with no optical drive.  Sure, not the first laptop, but neither was the iMac without a floppy.  Now we see, no laptop or desktop comes with a floppy of any kind.  I do believe the MBA will do the same with the optical drive.  It is really the one thing limiting designs of computers.  Sure, you can be thin, but have to be at least six inches wide, to hold an optical drive.  Flash should fix this problem.  I can fit twice as much on a thumb drive as a DL DVD at a tenth the space. so on to the MBA.  Any software or movie I want, I download over the internet.  I have rarely needed the optical drive with this computer.(+)  I went from a Blackbook to this.  All I do on my computer is surf the internet, check email, listen to music, watch movies/TV shows.  This does it all.  This thing is holding 15 gigs of music, 10 gigs of pictures, Spore, and I have 29.29 gigs free.  Did I mention Spore?  This thing runs Spore quite well.  Someone said this thing is underpowered, have they actually tried doing anything on it, or are they just looking at the specs?  Weight.  This thing is light, but unlike an x300 or Sony TT/TZ, looks good doing it.  Backlight.  Beautiful screen, very clear and bright.  Keyboard.  Didn't think they could improve from the iBook keyboard, but they did with the Macbook, put it in the air and added backlighting.  Perfect.  Case.  Sturdy, easy to clean, doesn't pick up fingerprints, though like the MBP, hurts Wifi.  I can hook it up to my 1080p LCD, this thing will output 1920x1080 while watching Hulu, couldn't ask for more.(-) No optical drive, one usb port, no ethernet, no firewire, non-replaceable battery, small HDD, poor graphics.  If you put these under negative, than you are missing the point.  Apple makes it pretty clear before you drop your hard-earned cheddar that it has none of these things.  It is like saying you bought a new convertible, but you are disappointed it won't haul your dining room table.  You know it is 4"" off the ground and 2WD but still make a point that it can't go off-road.  No sht.  On to the real negatives.  I cannot install boot camp without a Superdrive.  I tried using an LG usb powered DVD burner that I bought with my EEE.  Work great for everything on the air except Boot camp.  Probably no firmware in the BIOS to run it.  Hinge.  Seems delicate, I have seen many a cracked in half MBA because people think this thing can lay flat.  Ambient sensor.  Too sensitive.  In low light conditions, it constantly adjusts the brightness of the screen and keyboard.  I realize I can turn it off, but it does work well in light and dark situations.Other than that, excellent machine.  I would recommend it to anyone who understands its capabilities as well as its limitations.",5,Follows in the footprints of the iMac,09/29/2008
A3ZU483R4WP8V,B0006HU4DK,Apple,"Apple MacBook Air MB003LL/A 13.3 Inch Laptop (1.6 GHz Intel Core 2 Duo Processor, 2 GB RAM, 80 GB Hard Drive)",Spitfire,"[2,3]","I've had my Air for six months and have used it almost daily. I agree with the comments of others who have said that it is not suitable as a main computer but it is perfect for travel or any other situation in which mobility is key. The keyboard is very comfortable for high intensity writing, the screen is bright (and not overly glossy), and the backlit keyboard is fun. I watch video on my Air all the time and I have never experienced overheating. I use the wireless everyday and, again, no problems.Overall, this has been the most useful computer I have ever owned.",5,a great machine,12/25/2008
A25H8MQIA6PC44,B0006HU4DK,Apple,"Apple MacBook Air MB003LL/A 13.3 Inch Laptop (1.6 GHz Intel Core 2 Duo Processor, 2 GB RAM, 80 GB Hard Drive)","Terrell A. Felder ""The Flying Dolphins""","[2,3]",Beautiful beautiful beautiful.  It's an Apple; I work on music production as well as architectural graphic design on this thing and it keeps up with no issues.  Did I mention it was beautiful?,5,I'm ecstatic about my MBA!,12/13/2008
A15XHGFZBUZ1NZ,B0006HU4DK,Apple,"Apple MacBook Air MB003LL/A 13.3 Inch Laptop (1.6 GHz Intel Core 2 Duo Processor, 2 GB RAM, 80 GB Hard Drive)",Terri,"[4,4]","I considered my options for a long time before deciding to purchase the MacBook Air, and have not regretted it.  Purchasing this older model after waiting for the new one shaved a couple of hundred bucks off the price. It's not the machine for everyone, but it was for me for these reasons:- weight matters. The (obvious) primary and only reason to buy this machine.  The latest MacBook weighs just 1 1/2 lbs more, but it still makes a difference on my old back and in the volume it takes up in my bags. This is a laptop I finally use on my lap (heat generated notwithstanding)- have another Mac. That serves for the optical drive for installs and backups. If necessary, I always have the option of buying the external superdrive.- don't really use optical drives much to begin with. The only thing I miss is not being able to watch a DVD on the laptop, but not often enough.- no heavy duty computing needed - it's an alternate machine, not the primary. Mostly Internet and writing, although I could run Photoshop, etc... if I wanted to (if I can on an old MacMini, I can here). VMware runs fine, and have no heavy disk storage requirements.- can get by with the limited port configuration (1 USB port, no Firewire, no Ethernet).If weight doesn't matter to you, and the other factors are too limiting, then you'd be much better off with the Macbook or the MacBook Pro which meet all your needs and can serve as  your primary computer at a better price/value ratio. Or you don't care much for Apple, and have minimal computing needs, one of those tiny PC/Linux laptops would do the job for a lot less.",5,"Exactly what I needed, but not for everyone",11/23/2008
A2JME2ZDJIXT91,B0006HU4DK,Apple,"Apple MacBook Air MB003LL/A 13.3 Inch Laptop (1.6 GHz Intel Core 2 Duo Processor, 2 GB RAM, 80 GB Hard Drive)",Randy Kiessig,"[3,4]","I have owned 3 previous Macbooks, and the last one I owned before this one was the the 17in Macbook Pro which was an impressive machine, with an impressive weight.  After owning it for a few months I noticed that I would get home and my back would be in agony from carrying so much weight around dally.  I decided that was enough was enough, and I went down and I purchased my Macbook Air the day it came out.The Macbook Air is extremely light, thin and pretty sturdy.  My back-pain at the end of the day is gone and in fact I constantly forget I have it on my back... one of the only problems I have had with its size is finding a backpack that doesn't weight more than the air itself (I ended up going with the Buzz by Tom Bihn).I have edited THOUSANDS of photos in photoshop, put together movies with iMovie and Final Cut Express, written short stories , watched movies with EyeTV and have done pretty much anything I did on my Macbook Pro.  That being said, it is a less powerful machine so I will sometimes see freezes, most which occur in Safari (which I no longer use).I have dropped it, thrown it on my couch, and carried it to 3 countries and 7 states. I seriously cannot understand people who are breaking these.. as I havent treated my exactly well, but I do understand it is a portable computer which are all delicate pieces of machinery.People invariably ask me questions about it when they see my in public, one is ""Dont you miss your DVD drive?"" And my answer is always no.  I have the USB drive to install programs requiring a DVD, which I have needed maybe 5 times total. People wonder how I can watch movies, and you know.. I no longer own any DVDs... I ONLY watch digital movies now.. whats the point of wasting space in my house with DVDs I may watch once or twice.  The other question people ask is about the air only having one USB port. Yes, this has been a bit annoying a few times (Especially since the Air has a disabled USB port turned off inside of it), but I have gotten around this by carrying a tiny USB splitter, and have needed to use that maybe 3 times total.I have to admit however that I also have a full MacPro, which I keep all of my files on and that the Macbook Air is my portable office.  I move everything that I have on it over the desktop when I am home, and am not sure I would be able to survive with only an 80 GB drive, but as I have 2 terabytes of data, I am sure you would understand why.If you are interested in buying this machine I would suggest staying away from solid state drives for now, as they are more expensive for the size and the failure rate appears to be higher than normal hard drives.  However, I LOVE my Air.If you are on the fence, I would suggest getting it! But as with any Apple, I would also get an extra year of Apple Care. Ive only needed it once in the last 10 or so years, but it saved my life (and about 30,000 photos).",5,"Lighter than Air, But Heavy in Quality",03/30/2009
A2WRWWD93KLIP6,B0006HU4DK,Apple,"Apple MacBook Air MB003LL/A 13.3 Inch Laptop (1.6 GHz Intel Core 2 Duo Processor, 2 GB RAM, 80 GB Hard Drive)",Radek Motal,"[2,2]",As a hardcore PC user I could not have been more amazed at the beauty and simplicity of a the MacBook Air. It is a jewel. Completely satisfied.,5,A deathbed conversion,07/19/2008
A28JYUGWO5791P,B0006HU4DK,Apple,"Apple MacBook Air MB003LL/A 13.3 Inch Laptop (1.6 GHz Intel Core 2 Duo Processor, 2 GB RAM, 80 GB Hard Drive)",William Nichols,"[3,3]","i just purchased this computer a week ago so i suppose things could change but at this point the computer has been great. The portability was a huge factor for me as it should be for anybody contemplating the purchase of this laptop.  As a student i don't really need this computer for much more than word documents, internet, email, itunes, and the occasional movie/youtube video. Speed has not been an issue - something i wasn't sure about as i almost purchased the SSD option.  Fortunately i didn't and this has been fine.  I ordered the superdrive just in case though i havn't used it yet.  For installing microsoft office i used the remote disc drive and that worked absolutely fine.  So far the fan/overheating problem that other people were talking about hasn't been an issue and the temp does get warm, but not hot enough to get laggy or be uncomfortable.  So far my two nitpicks are that the battery isn't great - 4+ hours of internet/itunes if the screen brightness is down all the way... but i like to keep the brightness at at least 50%.  The other thing is that the screen hinge design doesn't allow the screen to go very far back.  As far as the port limitations go the only thing i use is audio jack, usb, and ethernet at school but there's wifi too.  I did order the ethernet dongle just in case.  An ethernet cable and maybe one more usb (tho that too isn't too big of a deal for me) would be nice, but still, i'm totally happy with my purchase :)",5,Great so far,07/28/2008
